image_path,gt,score_cat,score_dog,score_bird
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0259.png,cat,0.7018,0.2858,0.0124
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0260.png,cat,0.971,0.0224,0.0066
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0261.png,cat,0.822,0.1224,0.0556
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0262.png,cat,0.772,0.0884,0.1396
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0263.png,cat,0.8549,0.0016,0.1435
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0264.png,cat,0.8895,0.058,0.0525
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0265.png,cat,0.8835,0.0193,0.0972
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0266.png,cat,0.8949,0.104,0.0011
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0267.png,cat,0.8015,0.1666,0.0319
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0268.png,cat,0.9168,0.0118,0.0714
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0269.png,cat,0.9202,0.0313,0.0485
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0270.png,cat,0.9228,0.0583,0.0189
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0271.png,cat,0.863,0.0643,0.0727
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0272.png,cat,0.8319,0.0304,0.1377
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0273.png,cat,0.8276,0.0077,0.1647
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0274.png,cat,0.7717,0.0667,0.1616
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0275.png,cat,0.823,0.1038,0.0732
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0276.png,cat,0.7303,0.0227,0.247
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0277.png,cat,0.7656,0.1977,0.0367
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0278.png,cat,0.8624,0.0893,0.0483
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0279.png,cat,0.8373,0.1241,0.0386
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0280.png,cat,0.8601,0.0513,0.0886
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0281.png,cat,0.8853,0.0388,0.0759
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0282.png,cat,0.8692,0.0631,0.0677
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0283.png,cat,0.8648,0.1152,0.02
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0284.png,cat,0.8456,0.1404,0.014
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0285.png,cat,0.8123,0.1596,0.0281
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0286.png,cat,0.7877,0.1059,0.1064
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0287.png,cat,0.8244,0.0184,0.1572
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0288.png,cat,0.8465,0.1408,0.0127
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0289.png,cat,0.8525,0.0262,0.1213
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0290.png,cat,0.895,0.0201,0.0849
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0291.png,cat,0.842,0.1465,0.0115
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0292.png,cat,0.8774,0.0377,0.0849
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0293.png,cat,0.7776,0.0016,0.2208
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0294.png,cat,0.8631,0.0962,0.0407
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0295.png,cat,0.8594,0.138,0.0026
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0296.png,cat,0.9168,0.0397,0.0435
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0297.png,cat,0.8374,0.1469,0.0157
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0298.png,cat,0.7295,0.2605,0.01
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0299.png,cat,0.8353,0.1428,0.0219
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0300.png,dog,0.0837,0.8857,0.0306
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0301.png,dog,0.1155,0.7912,0.0933
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0302.png,dog,0.1341,0.8617,0.0042
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0303.png,dog,0.0609,0.7888,0.1503
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0304.png,dog,0.0442,0.9411,0.0147
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0305.png,dog,0.0212,0.8288,0.15
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0306.png,dog,0.1664,0.7859,0.0477
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0307.png,dog,0.1735,0.824,0.0025
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0308.png,dog,0.1349,0.8621,0.003
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0309.png,dog,0.0986,0.8758,0.0256
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0310.png,dog,0.0479,0.9137,0.0384
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0311.png,dog,0.1681,0.8182,0.0137
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0312.png,dog,0.0041,0.8882,0.1077
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0313.png,dog,0.0114,0.7657,0.2229
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0314.png,dog,0.1362,0.7983,0.0655
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0315.png,dog,0.1711,0.7789,0.05
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0316.png,dog,0.1407,0.8097,0.0496
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0317.png,dog,0.0056,0.8857,0.1087
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0318.png,dog,0.1124,0.8193,0.0683
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0319.png,dog,0.0008,0.8279,0.1713
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0320.png,dog,0.0925,0.8634,0.0441
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0321.png,dog,0.0507,0.8736,0.0757
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0322.png,dog,0.1146,0.8294,0.056
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0323.png,dog,0.1723,0.798,0.0297
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0324.png,dog,0.0593,0.9305,0.0102
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0325.png,dog,0.1005,0.8297,0.0698
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0326.png,dog,0.0455,0.8345,0.12
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0327.png,dog,0.0299,0.8405,0.1296
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0328.png,dog,0.0414,0.879,0.0796
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0329.png,dog,0.1814,0.7753,0.0433
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0330.png,dog,0.014,0.9527,0.0333
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0331.png,dog,0.0228,0.8332,0.144
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0332.png,dog,0.1189,0.8808,0.0003
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0333.png,dog,0.1271,0.7865,0.0864
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0334.png,dog,0.1298,0.8582,0.012
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0335.png,dog,0.0077,0.9424,0.0499
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0336.png,dog,0.0045,0.9334,0.0621
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0337.png,dog,0.0021,0.8794,0.1185
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0338.png,dog,0.1228,0.8065,0.0707
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0339.png,dog,0.0376,0.9106,0.0518
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0340.png,dog,0.1764,0.7654,0.0582
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0341.png,dog,0.0555,0.8049,0.1396
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0342.png,dog,0.0362,0.8459,0.1179
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0343.png,dog,0.2098,0.7692,0.021
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0344.png,dog,0.1307,0.8239,0.0454
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0345.png,dog,0.0724,0.8892,0.0384
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0346.png,dog,0.0448,0.8143,0.1409
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0347.png,dog,0.0168,0.8918,0.0914
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0348.png,dog,0.0173,0.9692,0.0135
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0349.png,dog,0.1024,0.8694,0.0282
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0350.png,dog,0.052,0.8908,0.0572
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0351.png,dog,0.059,0.9126,0.0284
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0352.png,dog,0.0318,0.8282,0.14
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0353.png,dog,0.0113,0.8895,0.0992
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0354.png,dog,0.1652,0.8271,0.0077
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0355.png,dog,0.0581,0.8658,0.0761
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0356.png,dog,0.0983,0.8976,0.0041
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0357.png,dog,0.0079,0.8086,0.1835
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0358.png,dog,0.0174,0.734,0.2486
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0359.png,dog,0.101,0.8043,0.0947
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0360.png,dog,0.0048,0.9057,0.0895
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0361.png,dog,0.0775,0.7985,0.124
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0362.png,dog,0.0681,0.9025,0.0294
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0363.png,dog,0.0591,0.8044,0.1365
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0364.png,dog,0.0671,0.8389,0.094
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0365.png,dog,0.0169,0.8493,0.1338
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0366.png,dog,0.0002,0.7983,0.2015
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0367.png,dog,0.0786,0.8394,0.082
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0368.png,dog,0.0984,0.7718,0.1298
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0369.png,dog,0.1409,0.8325,0.0266
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0370.png,dog,0.0499,0.8452,0.1049
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0371.png,dog,0.1267,0.736,0.1373
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0372.png,dog,0.0448,0.8038,0.1514
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0373.png,dog,0.1264,0.8641,0.0095
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0374.png,dog,0.0954,0.793,0.1116
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0375.png,dog,0.0192,0.8724,0.1084
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0376.png,dog,0.0169,0.8775,0.1056
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0377.png,dog,0.0013,0.8639,0.1348
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0378.png,dog,0.0035,0.8889,0.1076
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0379.png,dog,0.1433,0.769,0.0877
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0380.png,dog,0.0569,0.9001,0.043
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0381.png,dog,0.1708,0.7989,0.0303
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0382.png,dog,0.1238,0.8549,0.0213
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0383.png,dog,0.0098,0.9399,0.0503
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0384.png,dog,0.1442,0.8314,0.0244
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0385.png,dog,0.1373,0.8506,0.0121
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0386.png,dog,0.1211,0.7993,0.0796
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0387.png,dog,0.022,0.9392,0.0388
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0388.png,dog,0.0624,0.804,0.1336
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0389.png,dog,0.0709,0.882,0.0471
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0390.png,dog,0.0362,0.9125,0.0513
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0391.png,dog,0.0088,0.887,0.1042
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0392.png,dog,0.0461,0.867,0.0869
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0393.png,dog,0.0241,0.8542,0.1217
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0394.png,dog,0.1515,0.786,0.0625
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0395.png,dog,0.0202,0.9364,0.0434
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0396.png,dog,0.0815,0.8628,0.0557
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0397.png,dog,0.0215,0.8506,0.1279
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0398.png,dog,0.0354,0.7953,0.1693
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0399.png,dog,0.1458,0.853,0.0012
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0400.png,dog,0.0025,0.8475,0.15
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0401.png,dog,0.0351,0.9399,0.025
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0402.png,dog,0.1341,0.8506,0.0153
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0403.png,dog,0.0792,0.8523,0.0685
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0404.png,dog,0.0558,0.7958,0.1484
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0405.png,dog,0.1114,0.8127,0.0759
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0406.png,dog,0.0826,0.8755,0.0419
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0407.png,dog,0.0043,0.7607,0.235
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0408.png,dog,0.0232,0.8998,0.077
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0409.png,dog,0.025,0.9013,0.0737
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0410.png,dog,0.1064,0.8078,0.0858
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0411.png,dog,0.09,0.8672,0.0428
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0412.png,dog,0.0485,0.9144,0.0371
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0413.png,dog,0.154,0.8434,0.0026
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0414.png,dog,0.0854,0.834,0.0806
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0415.png,dog,0.1274,0.8399,0.0327
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0416.png,dog,0.056,0.8627,0.0813
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0417.png,dog,0.1614,0.8186,0.02
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0418.png,dog,0.1161,0.8299,0.054
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0419.png,dog,0.1311,0.8637,0.0052
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0420.png,dog,0.0347,0.826,0.1393
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0421.png,dog,0.0978,0.7919,0.1103
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0422.png,dog,0.2135,0.7569,0.0296
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0423.png,dog,0.0768,0.8515,0.0717
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0424.png,dog,0.0653,0.9107,0.024
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0425.png,dog,0.0742,0.8698,0.056
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0426.png,dog,0.1866,0.7936,0.0198
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0427.png,dog,0.1498,0.8123,0.0379
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0428.png,dog,0.034,0.8337,0.1323
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0429.png,dog,0.0013,0.9419,0.0568
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0430.png,dog,0.0206,0.9453,0.0341
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0431.png,dog,0.0553,0.9377,0.007
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0432.png,dog,0.0458,0.8565,0.0977
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0433.png,dog,0.0058,0.99,0.0042
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0434.png,dog,0.1115,0.8147,0.0738
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0435.png,dog,0.0786,0.8319,0.0895
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0436.png,dog,0.0394,0.8955,0.0651
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0437.png,dog,0.0178,0.864,0.1182
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0438.png,dog,0.0912,0.8668,0.042
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0439.png,dog,0.2357,0.7532,0.0111
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0440.png,dog,0.0197,0.8009,0.1794
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0441.png,dog,0.1347,0.8471,0.0182
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0442.png,dog,0.0373,0.8153,0.1474
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0443.png,dog,0.1133,0.7829,0.1038
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0444.png,dog,0.0465,0.8208,0.1327
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0445.png,dog,0.0655,0.864,0.0705
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0446.png,dog,0.0742,0.8863,0.0395
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0447.png,dog,0.0271,0.7554,0.2175
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0448.png,dog,0.0444,0.8494,0.1062
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0449.png,dog,0.136,0.8449,0.0191
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0450.png,dog,0.1366,0.8613,0.0021
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0451.png,dog,0.1959,0.7944,0.0097
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0452.png,dog,0.0282,0.7953,0.1765
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0453.png,dog,0.0485,0.9123,0.0392
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0454.png,dog,0.2327,0.7249,0.0424
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0455.png,dog,0.1039,0.8084,0.0877
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0456.png,dog,0.0432,0.8295,0.1273
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0457.png,dog,0.1411,0.8344,0.0245
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0458.png,dog,0.1351,0.8162,0.0487
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0459.png,dog,0.0468,0.8739,0.0793
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0460.png,dog,0.0992,0.8695,0.0313
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0461.png,dog,0.0325,0.8427,0.1248
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0462.png,dog,0.0219,0.8188,0.1593
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0463.png,dog,0.0162,0.8387,0.1451
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0464.png,dog,0.124,0.8535,0.0225
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0465.png,dog,0.0776,0.8124,0.11
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0466.png,dog,0.03,0.8778,0.0922
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0467.png,dog,0.0857,0.8993,0.015
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0468.png,dog,0.0415,0.9218,0.0367
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0469.png,dog,0.02,0.9182,0.0618
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0470.png,dog,0.1559,0.8341,0.01
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0471.png,dog,0.112,0.8559,0.0321
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0472.png,dog,0.0777,0.8417,0.0806
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0473.png,dog,0.085,0.8416,0.0734
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0474.png,dog,0.0213,0.8384,0.1403
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0475.png,dog,0.1426,0.8503,0.0071
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0476.png,dog,0.0874,0.9083,0.0043
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0477.png,dog,0.0746,0.8655,0.0599
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0478.png,dog,0.0525,0.7925,0.155
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0479.png,dog,0.0123,0.897,0.0907
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0480.png,dog,0.0448,0.8606,0.0946
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0481.png,dog,0.0583,0.8746,0.0671
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0482.png,dog,0.0721,0.8645,0.0634
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0483.png,dog,0.1317,0.8668,0.0015
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0484.png,dog,0.097,0.8692,0.0338
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0485.png,dog,0.0361,0.7638,0.2001
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0486.png,dog,0.0431,0.8738,0.0831
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0487.png,dog,0.0636,0.8143,0.1221
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0488.png,dog,0.1085,0.8258,0.0657
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0489.png,dog,0.1191,0.8499,0.031
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0490.png,dog,0.0639,0.9308,0.0053
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0491.png,dog,0.1279,0.7999,0.0722
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0492.png,dog,0.1508,0.8482,0.001
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0493.png,dog,0.0101,0.8372,0.1527
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0494.png,dog,0.0134,0.8962,0.0904
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0495.png,dog,0.1038,0.8358,0.0604
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0496.png,dog,0.128,0.8611,0.0109
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0497.png,dog,0.1452,0.8,0.0548
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0498.png,dog,0.0625,0.9053,0.0322
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0499.png,dog,0.1044,0.7792,0.1164
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0500.png,dog,0.0435,0.8731,0.0834
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0501.png,dog,0.0939,0.8615,0.0446
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0502.png,dog,0.0053,0.8687,0.126
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0503.png,dog,0.1965,0.7798,0.0237
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0504.png,dog,0.109,0.8349,0.0561
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0505.png,dog,0.1009,0.8935,0.0056
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0506.png,dog,0.0445,0.9397,0.0158
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0507.png,dog,0.0874,0.8445,0.0681
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0508.png,dog,0.0568,0.8884,0.0548
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0509.png,dog,0.0602,0.8565,0.0833
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0510.png,dog,0.0524,0.847,0.1006
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0511.png,dog,0.0751,0.8293,0.0956
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0512.png,dog,0.0137,0.8502,0.1361
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0513.png,dog,0.0764,0.8835,0.0401
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0514.png,dog,0.0022,0.8878,0.11
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0515.png,dog,0.0419,0.7882,0.1699
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0516.png,dog,0.1506,0.825,0.0244
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0517.png,dog,0.1351,0.7977,0.0672
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0518.png,dog,0.0406,0.8526,0.1068
